Curso,Empresa,Data Início,Data Término
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,13/01/2020,31/12/2020
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,08/01/2018,10/04/2018
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,09/01/2019,31/12/2019
88202-Engenharia de Materiais,RJ ARMAZENS GERAL E SERVICOS LOGISTICOS LTDA,21/12/2020,16/06/2021
88251-Engenharia Ambiental,RJC DEFESA E AEROESPACIAL LTDA,08/03/2019,13/12/2019
88351-Engenharia de Produção,RJC DEFESA E AEROESPACIAL LTDA,17/05/2021,26/04/2022
88301-Engenharia Física,ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA,03/05/2021,03/05/2022
88301-Engenharia Física,ROBERT BOSCH DIRECAO AUTOMOTIVA LTDA,03/05/2022,02/05/2023
88052-Engenharia Química,ROBERT BOSCH LTDA,01/08/2022,12/08/2022
88351-Engenharia de Produção,ROBERT BOSCH LTDA,16/04/2018,08/11/2019
88351-Engenharia de Produção,ROBERT BOSCH LTDA,01/09/2021,05/10/2021
88351-Engenharia de Produção,ROBERT BOSCH LTDA,02/10/2017,14/09/2018
88351-Engenharia de Produção,ROBERT BOSCH LTDA,02/10/2018,31/12/2018
88052-Engenharia Química,ROCHE DIAGNOSTICA BRASIL LTDA,22/07/2019,21/02/2020
0-,ROCHE DIAGNOSTICA BRASIL LTDA,22/02/2021,21/02/2022
88052-Engenharia Química,ROCHE DIAGNOSTICA BRASIL LTDA,29/07/2019,29/05/2020
88052-Engenharia Química,ROCHE DIAGNOSTICA BRASIL LTDA,25/03/2019,10/03/2020
88052-Engenharia Química,ROCHE DIAGNOSTICA BRASIL LTDA,10/03/2020,01/12/2020
88052-Engenharia Química,ROCHE DIAGNOSTICA BRASIL LTDA,18/03/2019,16/01/2020
88152-Engenharia Bioquímica,ROCHE DIAGNOSTICA BRASIL LTDA,08/10/2021,07/01/2022
88152-Engenharia Bioquímica,ROCHE DIAGNOSTICA BRASIL LTDA,04/05/2020,12/03/2021
88251-Engenharia Ambiental,ROCHE DIAGNOSTICA BRASIL LTDA,03/12/2018,02/12/2019
88251-Engenharia Ambiental,ROCHE DIAGNOSTICA BRASIL LTDA,03/12/2019,02/12/2020
88052-Engenharia Química,RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA,20/01/2020,30/12/2020
88052-Engenharia Química,RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA,09/01/2018,31/12/2018
88052-Engenharia Química,RODOBENS ADMINISTRADORA DE CONSORCIOS LTDA,09/01/2018,31/12/2018
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,16/01/2017,01/12/2017
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,16/01/2017,01/12/2017
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,16/01/2018,11/09/2018
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,01/01/2018,09/11/2018
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,11/02/2019,01/08/2019
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,14/01/2019,04/12/2019
88052-Engenharia Química,ROHM AND HAAS QUÍMICA LTDA,14/01/2020,31/12/2020
88101-Engenharia Industrial Química,ROHM AND HAAS QUÍMICA LTDA,19/01/2016,30/12/2016
88052-Engenharia Química,RPS CAPITAL ADMINISTRADORA DE RECURSOS LTDA. ,18/07/2022,18/07/2023
88052-Engenharia Química,RPS CAPITAL ADMINISTRADORA DE RECURSOS LTDA. ,16/11/2021,16/11/2022
88051-Engenharia Química,SABIC INNOVATIVE PLASTICS SOUTH AMÉRICA INDUSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,17/03/2016,31/12/2016
88101-Engenharia Industrial Química,SABIC INNOVATIVE PLASTICS SOUTH AMÉRICA INDUSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,01/07/2016,31/12/2016
88101-Engenharia Industrial Química,SABIC INNOVATIVE PLASTICS SOUTH AMÉRICA INDUSTRIA E COMÉRCIO DE PLÁSTICOS LTDA,19/10/2015,30/06/2016
88052-Engenharia Química,SAFIRA ADMINISTRAÇÃO E COMERCIALIZAÇÃO DE ENERGIA,02/07/2018,30/06/2019
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,26/08/2019,26/08/2020
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,27/08/2020,16/07/2021
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,06/09/2022,05/09/2023
88202-Engenharia de Materiais,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,17/08/2020,03/11/2020
88351-Engenharia de Produção,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,12/05/2021,11/05/2023
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,12/08/2021,31/12/2021
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,12/08/2021,31/01/2022
88152-Engenharia Bioquímica,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,10/12/2021,09/12/2022
88152-Engenharia Bioquímica,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,10/08/2020,31/05/2021
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,06/09/2021,05/09/2022
0-,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,18/01/2021,18/01/2022
88052-Engenharia Química,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,08/04/2016,08/04/2017
88202-Engenharia de Materiais,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,08/03/2022,07/03/2023
88351-Engenharia de Produção,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,04/06/2019,02/12/2020
88351-Engenharia de Produção,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,21/03/2022,20/03/2023
88351-Engenharia de Produção,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA,10/07/2018,31/05/2019
88052-Engenharia Química,SALESFORCE TECNOLOGIA LTDA,17/10/2022,13/10/2023
88052-Engenharia Química,SALESFORCE TECNOLOGIA LTDA,17/10/2022,13/10/2023
88202-Engenharia de Materiais,SALESFORCE TECNOLOGIA LTDA,09/05/2022,28/04/2023
88352-Engenharia de Produção,SALESFORCE TECNOLOGIA LTDA,09/05/2022,05/05/2023
88301-Engenharia Física,SANDVIK COROMANT DO BRASIL,06/04/2020,31/12/2020
88301-Engenharia Física,SANDVIK COROMANT DO BRASIL,31/12/2020,30/06/2021
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,18/05/2021,30/06/2022
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,05/07/2021,29/10/2021
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,17/11/2020,23/07/2021
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,06/08/2019,14/02/2020
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,16/01/2017,07/12/2017
88052-Engenharia Química,SANOFI MEDLEY FARMACÊUTICA LTDA,07/12/2017,18/07/2018
88101-Engenharia Industrial Química,SANOFI MEDLEY FARMACÊUTICA LTDA,13/06/2016,28/06/2017
88151-Engenharia Bioquímica,SANOFI MEDLEY FARMACÊUTICA LTDA,17/08/2015,12/08/2016
88151-Engenharia Bioquímica,SANOFI MEDLEY FARMACÊUTICA LTDA,13/08/2016,30/04/2017
88202-Engenharia de Materiais,SÃO MARCO INDÚSTRIA E COMÉRCIO LTDA,15/01/2018,09/05/2018
88052-Engenharia Química,SAVOY INDUSTRIA DE COSMETICOS S.A.,15/07/2019,14/07/2020
88052-Engenharia Química,SAVOY INDUSTRIA DE COSMETICOS S.A.,15/07/2020,03/11/2020
88301-Engenharia Física,SCA - TRADING S/A ,30/06/2021,31/03/2022
88052-Engenharia Química,SCHNEIDER ELECTRIC BRASIL LTDA,01/12/2021,31/08/2022
88152-Engenharia Bioquímica,SCHNEIDER ELECTRIC BRASIL LTDA,04/07/2022,04/07/2023
88301-Engenharia Física,SCICROP INFORMAÇÃO E TECNOLOGIA S.A.,12/05/2021,31/12/2021
88052-Engenharia Química,SERQUIMICA INDUSTRIA E COMERCIO DE IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS QUÍMICOS LTDA,21/12/2015,21/02/2016
88101-Engenharia Industrial Química,"SERVIÇO AUTÔNOMO DE ÁGUA, ESGOTO E MEIO AMBIENTE - SAAE AMBIENTAL",18/11/2019,20/03/2020
88052-Engenharia Química,SERVIÇO MUNICIPAL DE ÁGUAS E ESGOTOS - SEMAE,19/10/2020,08/07/2021
88052-Engenharia Química,SETTER INVESTIMENTOS E PARTICIPAÇÕES LTDA,19/12/2018,01/10/2019
88351-Engenharia de Produção,SGH BRASIL COMERCIO DE OCULOS LTDA.,12/01/2022,31/12/2022
88351-Engenharia de Produção,SGH BRASIL COMERCIO DE OCULOS LTDA.,11/01/2021,11/01/2022
0-,SGS DO BRASIL LTDA,08/03/2021,25/02/2022
88301-Engenharia Física,SHOOJU BRASIL TECNOLOGIA DA INFORMACAO LTDA,15/06/2022,15/12/2022
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,22/02/2021,31/03/2021
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,22/02/2021,22/08/2021
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,06/04/2021,23/04/2021
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,30/03/2021,07/05/2021
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,12/04/2021,12/04/2022
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,06/04/2021,06/04/2022
0-,SHOPPER COMERCIO ALIMENTICIO LTDA,15/02/2021,15/02/2022
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,30/08/2021,01/09/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,01/04/2020,01/02/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,06/06/2022,06/06/2023
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,02/08/2021,01/02/2022
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,16/11/2021,11/03/2022
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,04/10/2021,01/04/2022
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,01/04/2020,31/01/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,01/04/2020,01/02/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,01/04/2020,01/02/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,04/05/2020,04/03/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,26/08/2019,28/08/2020
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,18/11/2020,23/04/2021
88052-Engenharia Química,SHOPPER COMERCIO ALIMENTICIO LTDA,06/06/2022,06/06/2023
88152-Engenharia Bioquímica,SHOPPER COMERCIO ALIMENTICIO LTDA,08/11/2021,08/04/2022
88251-Engenharia Ambiental,SHOPPER COMERCIO ALIMENTICIO LTDA,05/04/2020,15/11/2020
88251-Engenharia Ambiental,SHOPPER COMERCIO ALIMENTICIO LTDA,18/03/2020,18/01/2021
88251-Engenharia Ambiental,SHOPPER COMERCIO ALIMENTICIO LTDA,25/03/2019,15/05/2019
88251-Engenharia Ambiental,SHOPPER COMERCIO ALIMENTICIO LTDA,21/03/2022,08/07/2022
88351-Engenharia de Produção,SHOPPER COMERCIO ALIMENTICIO LTDA,25/04/2019,25/04/2020
88351-Engenharia de Produção,SHOPPER COMERCIO ALIMENTICIO LTDA,14/02/2019,14/02/2020
88351-Engenharia de Produção,SHOPPER COMERCIO ALIMENTICIO LTDA,18/11/2020,23/04/2021
88351-Engenharia de Produção,SIEMENS HEALTHCARE DIAGNOSTICOS,01/08/2022,31/07/2023
88152-Engenharia Bioquímica,SIEMENS HEALTHCARE DIAGNOSTICOS,13/02/2017,01/02/2018
88152-Engenharia Bioquímica,SIEMENS HEALTHCARE DIAGNOSTICOS,12/02/2018,02/07/2018
88301-Engenharia Física,SIEMENS HEALTHCARE DIAGNOSTICOS,13/07/2020,12/07/2021
88052-Engenharia Química,SIEMENS HEALTHCARE DIAGNOSTICOS,25/07/2022,24/07/2023
88351-Engenharia de Produção,SIEMENS HEALTHCARE DIAGNOSTICOS,20/03/2017,09/03/2018
88351-Engenharia de Produção,SIEMENS HEALTHCARE DIAGNOSTICOS,19/03/2018,11/12/2018
88052-Engenharia Química,SIEMENS HEALTHCARE DIAGNOSTICOS,18/01/2021,03/09/2021
88301-Engenharia Física,SIGCORP TECNOLOGIA DA INFORMACAO LTDA,14/09/2021,14/09/2022
88052-Engenharia Química,SIMPLE ENERGY COMERCIALIZADORA DE ENERGIA LTDA,16/06/2021,31/12/2021
0-,SINDICATO RURAL DE CRUZEIRO,08/03/2021,17/12/2021
88052-Engenharia Química,SINTER FUTURA LTDA,03/01/2018,28/02/2018
88052-Engenharia Química,SKALE INCORPORAÇÕES E CONSTRUÇÕES LTDA,10/04/2017,10/10/2017
88052-Engenharia Química,SOLARGRID ENERGIA SOLAR COMÉRCIO E SERVIÇOS LTDA,12/09/2019,29/11/2019
88052-Engenharia Química,SOLARGRID ENERGIA SOLAR COMÉRCIO E SERVIÇOS LTDA,27/09/2019,23/01/2020
88052-Engenharia Química,SOLFACIL ENERGIA SOLAR TECNOLOGIA E SERVIÇOS FINANCEIROS LTDA,05/07/2021,05/10/2021
88152-Engenharia Bioquímica,SOLFACIL ENERGIA SOLAR TECNOLOGIA E SERVIÇOS FINANCEIROS LTDA,05/07/2021,05/11/2021
88152-Engenharia Bioquímica,SOLFACIL ENERGIA SOLAR TECNOLOGIA E SERVIÇOS FINANCEIROS LTDA,20/10/2021,20/04/2022
88052-Engenharia Química,SOLUCX SOFTWARE PARA GESTÃO DE EXPERIÊNCIA,07/01/2019,02/12/2019
88052-Engenharia Química,SOPEÇAERO - SOBRAER PEÇAS AERONAUTICAS LTDA,05/01/2015,20/02/2015
88052-Engenharia Química,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,16/01/2017,18/12/2017
88052-Engenharia Química,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,15/01/2018,31/12/2018
88052-Engenharia Química,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,01/02/2021,31/12/2022
88151-Engenharia Bioquímica,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,16/01/2017,18/12/2017
88151-Engenharia Bioquímica,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,15/01/2018,02/07/2018
88202-Engenharia de Materiais,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,04/02/2019,31/12/2020
88251-Engenharia Ambiental,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,04/02/2019,14/01/2020
88251-Engenharia Ambiental,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,04/02/2020,26/11/2020
88351-Engenharia de Produção,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,16/01/2017,07/02/2017
88152-Engenharia Bioquímica,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,01/02/2021,31/12/2021
88152-Engenharia Bioquímica,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A,01/01/2022,30/12/2022
88101-Engenharia Industrial Química,SPARTAN DO BRASIL PRODUTOS QUIMICOS LTDA,13/11/2017,31/01/2018
88052-Engenharia Química,SPECIALTY ELECTRONIC MATERIALS COMERCIO DE PRODUTOS QUÍMICOS DO BRASIL LTDA,06/07/2020,31/12/2021
88052-Engenharia Química,SPECIALTY ELECTRONIC MATERIALS COMERCIO DE PRODUTOS QUÍMICOS DO BRASIL LTDA,10/01/2022,09/01/2023
88301-Engenharia Física,SPERSS CAPITAL PARTNERS LTDA. ,28/02/2022,01/08/2022
88052-Engenharia Química,SPN GESTÃO DE INVESTIMENTOS LTDA,02/01/2018,17/12/2018
88052-Engenharia Química,SPN GESTÃO DE INVESTIMENTOS LTDA,02/01/2019,01/12/2019
88052-Engenharia Química,SSK SERVIÇOS DE ENGENHARIA LTDA,01/09/2021,01/12/2021
88301-Engenharia Física,SSK SERVIÇOS DE ENGENHARIA LTDA,22/06/2020,23/10/2020
0-,STEFANINI CONSULTORIA E ASSESSORIA EM INFORMÁTICA S.A.,01/04/2021,21/09/2021
88052-Engenharia Química,STEFANINI CONSULTORIA E ASSESSORIA EM INFORMÁTICA S.A.,24/01/2019,22/07/2019
88052-Engenharia Química,STONE PAGAMENTOS S.A,07/12/2020,07/12/2021
88052-Engenharia Química,STONE PAGAMENTOS S.A,11/09/2017,31/08/2018
88351-Engenharia de Produção,STONE PAGAMENTOS S.A,18/06/2018,22/03/2019
88052-Engenharia Química,STYROPEK DO BRASIL,14/11/2019,09/10/2020
88052-Engenharia Química,STYROPEK DO BRASIL,10/10/2020,01/06/2021
88052-Engenharia Química,STYROPEK DO BRASIL,02/08/2021,31/07/2022
88052-Engenharia Química,STYROPEK DO BRASIL,01/08/2022,31/07/2023
88052-Engenharia Química,STYROPEK DO BRASIL,01/08/2018,31/07/2019
88052-Engenharia Química,STYROPEK DO BRASIL,01/08/2019,11/09/2019
88101-Engenharia Industrial Química,STYROPEK DO BRASIL,05/06/2017,15/05/2018
88101-Engenharia Industrial Química,STYROPEK DO BRASIL,01/01/2016,03/04/2017
88152-Engenharia Bioquímica,STYROPEK DO BRASIL,06/05/2019,10/01/2020
88052-Engenharia Química,SUEZ - TECNOLOGIAS E SOLUCOES PARA TRATAMENTO DE AGUAS LTDA,19/04/2021,27/04/2021
88351-Engenharia de Produção,SUL AMERICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,21/09/2022,20/03/2023
88251-Engenharia Ambiental,SUMUP SOLUÇÕES DE PAGAMENTO BRASIL LTDA,14/01/2019,06/09/2019
88351-Engenharia de Produção,SUMUP SOLUÇÕES DE PAGAMENTO BRASIL LTDA,14/01/2019,31/12/2019
88152-Engenharia Bioquímica,SUPERBAC PROTEÇÃO AMBIENTAL,14/05/2018,13/12/2018
88051-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,02/02/2016,27/01/2017
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,10/01/2017,23/11/2017
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,15/08/2017,23/07/2018
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,09/01/2018,01/12/2018
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,14/08/2018,25/07/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,10/01/2017,14/12/2017
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,31/12/2017,09/04/2018
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,01/01/2022,15/02/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,15/08/2022,14/08/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,16/09/2022,15/09/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,01/02/2021,31/12/2021
88101-Engenharia Industrial Química,SUZANO PAPEL E CELULOSE S/A,15/09/2015,15/09/2016
88101-Engenharia Industrial Química,SUZANO PAPEL E CELULOSE S/A,15/09/2016,01/01/2017
88101-Engenharia Industrial Química,SUZANO PAPEL E CELULOSE S/A,17/01/2017,12/12/2017
88151-Engenharia Bioquímica,SUZANO PAPEL E CELULOSE S/A,01/08/2017,27/07/2018
88201-Engenharia de Materiais,SUZANO PAPEL E CELULOSE S/A,02/08/2016,06/07/2017
88201-Engenharia de Materiais,SUZANO PAPEL E CELULOSE S/A,02/08/2017,12/12/2017
88051-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,01/02/2017,17/07/2017
0-,SUZANO PAPEL E CELULOSE S/A,08/02/2021,20/08/2021
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,02/08/2016,01/08/2017
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,07/02/2017,09/01/2018
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,15/08/2019,31/12/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,08/01/2019,29/11/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,08/09/2021,29/12/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,14/02/2022,13/02/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,06/11/2018,20/02/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,18/12/2019,31/12/2020
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,10/08/2020,08/01/2020
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,01/01/2021,14/06/2021
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,08/01/2019,16/12/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,08/01/2019,03/12/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,10/08/2020,21/07/2021
88101-Engenharia Industrial Química,SUZANO PAPEL E CELULOSE S/A,07/04/2015,30/06/2016
88151-Engenharia Bioquímica,SUZANO PAPEL E CELULOSE S/A,02/02/2016,10/06/2016
88201-Engenharia de Materiais,SUZANO PAPEL E CELULOSE S/A,16/08/2016,27/07/2017
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,10/08/2020,19/07/2021
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,11/08/2021,01/12/2021
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,01/09/2022,31/05/2023
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,07/03/2022,06/03/2023
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,07/03/2022,06/03/2023
88351-Engenharia de Produção,SUZANO PAPEL E CELULOSE S/A,09/01/2018,17/12/2018
88351-Engenharia de Produção,SUZANO PAPEL E CELULOSE S/A,09/01/2019,31/07/2019
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,16/08/2021,15/08/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,15/08/2022,15/02/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,20/08/2021,19/08/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,20/08/2022,19/08/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,15/01/2020,31/12/2021
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,02/01/2020,30/06/2020
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,08/04/2019,18/03/2020
88152-Engenharia Bioquímica,SUZANO PAPEL E CELULOSE S/A,08/04/2019,31/10/2019
88201-Engenharia de Materiais,SUZANO PAPEL E CELULOSE S/A,08/04/2019,18/10/2019
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,04/02/2020,16/12/2020
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,14/02/2022,29/12/2022
88301-Engenharia Física,SUZANO PAPEL E CELULOSE S/A,04/02/2020,31/12/2020
88301-Engenharia Física,SUZANO PAPEL E CELULOSE S/A,31/12/2020,20/10/2021
88301-Engenharia Física,SUZANO PAPEL E CELULOSE S/A,16/08/2021,15/08/2022
88301-Engenharia Física,SUZANO PAPEL E CELULOSE S/A,15/08/2022,31/12/2022
88351-Engenharia de Produção,SUZANO PAPEL E CELULOSE S/A,14/02/2022,13/02/2023
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,02/11/2021,05/09/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,18/02/2021,31/12/2021
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,01/01/2022,03/08/2022
88052-Engenharia Química,SUZANO PAPEL E CELULOSE S/A,03/11/2020,22/10/2021
88251-Engenharia Ambiental,SUZANO PAPEL E CELULOSE S/A,31/12/2020,30/12/2021
88101-Engenharia Industrial Química,SX LED LIGHTING COMERCIO E SERVIÇOS LTDA-EPP,02/09/2016,18/12/2016
88101-Engenharia Industrial Química,SX LED LIGHTING COMERCIO E SERVIÇOS LTDA-EPP,18/04/2016,01/07/2017
88351-Engenharia de Produção,SX LED LIGHTING COMERCIO E SERVIÇOS LTDA-EPP,06/07/2016,17/03/2017
88351-Engenharia de Produção,SX LED LIGHTING COMERCIO E SERVIÇOS LTDA-EPP,06/07/2016,30/11/2016
88351-Engenharia de Produção,SX LED LIGHTING COMERCIO E SERVIÇOS LTDA-EPP,14/09/2016,01/02/2017
0-,SYMRISE AROMAS E FRAGRÂNCIAS LTDA,01/03/2021,18/01/2022
88052-Engenharia Química,SYNGENTA PROTEÇÃO DE CULTIVOS LTDA,04/01/2021,31/12/2021
88052-Engenharia Química,SYNGENTA PROTEÇÃO DE CULTIVOS LTDA,09/01/2017,12/06/2017
88152-Engenharia Bioquímica,SYNGENTA PROTEÇÃO DE CULTIVOS LTDA,17/01/2022,16/01/2023
88052-Engenharia Química,SYNGENTA PROTEÇÃO DE CULTIVOS LTDA,18/03/2020,17/03/2022
88052-Engenharia Química,TAKEDA DISTRIBUIDORA LTDA,17/09/2018,30/08/2019
88152-Engenharia Bioquímica,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,02/03/2020,08/02/2021
88152-Engenharia Bioquímica,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,01/03/2021,30/11/2021
88201-Engenharia de Materiais,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,14/07/2016,31/12/2016
88202-Engenharia de Materiais,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,13/02/2017,04/08/2017
88202-Engenharia de Materiais,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,01/02/2017,29/01/2018
88202-Engenharia de Materiais,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,30/01/2018,09/11/2018
88351-Engenharia de Produção,TECHINT ENGENHARIA E CONSTRUÇÃO S.A.,05/07/2018,06/11/2018
88052-Engenharia Química,TECNOCLIN ELETRÔNICA LTDA,15/07/2020,15/12/2020
88052-Engenharia Química,TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.,01/02/2017,05/07/2017
88202-Engenharia de Materiais,TECNORED DESENVOLVIMENTO TECNOLÓGICO S.A.,04/07/2022,01/08/2022
88101-Engenharia Industrial Química,TEKNO S/A INDUSTRIA E COMÉRCIO,27/04/2015,03/08/2017
88251-Engenharia Ambiental,TEKNO S/A INDUSTRIA E COMÉRCIO,25/06/2015,24/02/2016
88251-Engenharia Ambiental,TEKNO S/A INDUSTRIA E COMÉRCIO,05/01/2015,24/06/2015
