Curso,Empresa,Data Início,Data Término
88351-Engenharia de Produção,PLASTIC OMNIUM DO BRASIL LTDA,02/06/2018,05/06/2019
88351-Engenharia de Produção,PLASTIC OMNIUM DO BRASIL LTDA,21/03/2018,08/06/2018
88051-Engenharia Química,PLASTICOVILLE INDUSTRIA E COMERCIO DE PRODUTOS PLASTICOS LTDA,06/03/2017,27/04/2018
88152-Engenharia Bioquímica,"PLATLOG IMPORTACAO, LOGISTICA E DISTRIBUICAO LTDA",23/05/2022,31/12/2022
88052-Engenharia Química,POLI PMI INDUSTRIA E COMERCIO LTDA,23/11/2020,18/01/2021
88051-Engenharia Química,POLIMIX CONCRETO LTDA,15/08/2016,12/12/2016
88152-Engenharia Bioquímica,PORTO SEGURO CIA DE SEGUROS GERAIS,19/02/2018,04/06/2018
88351-Engenharia de Produção,PORTO SEGURO CIA DE SEGUROS GERAIS,19/02/2018,17/12/2018
88351-Engenharia de Produção,PORTO SEGURO CIA DE SEGUROS GERAIS,19/03/2018,17/12/2018
88052-Engenharia Química,POUSADA PE NA AREIA LTDA,01/08/2021,31/12/2021
88052-Engenharia Química,PÖYRY TECNOLOGIA LTDA,01/10/2018,05/07/2019
88301-Engenharia Física,PP PROMOTORA DE VENDAS S/A,17/09/2019,04/11/2019
88052-Engenharia Química,PREDILECTA ALIMENTOS LTDA,01/10/2018,12/02/2019
88301-Engenharia Física,PREFEITURA MUNICIPAL DE BARUERI - MUNICIPIO DE BARUERI,17/05/2021,17/09/2021
88251-Engenharia Ambiental,PREFEITURA MUNICIPAL DE CRUZEIRO,01/08/2022,31/07/2023
88251-Engenharia Ambiental,PREFEITURA MUNICIPAL DE GUARATINGUETÁ,26/04/2021,22/03/2022
88101-Engenharia Industrial Química,PREFEITURA MUNICIPAL DE SALES,04/01/2016,04/03/2016
88351-Engenharia de Produção,PREFEITURA MUNICIPAL DE SÃO PAULO-SECRETARIA MUNICIPAL DE GESTÃO-SG,20/03/2019,13/01/2020
88251-Engenharia Ambiental,PREFEITURA MUNICIPAL DE SUZANO,25/03/2019,05/07/2019
0-,PROCTER & GAMBLE IND. E COM. LTDA,15/01/2021,14/01/2022
0-,PROCTER & GAMBLE IND. E COM. LTDA,15/04/2021,30/12/2021
0-,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2021,14/12/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2020,30/06/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2021,08/10/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,17/06/2019,16/06/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,17/06/2020,31/12/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/07/2019,31/01/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2020,15/11/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2021,12/07/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/02/2019,06/12/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,02/05/2019,30/04/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,02/01/2020,14/02/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/08/2020,31/07/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2020,15/11/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/12/2020,10/09/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2021,30/06/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/08/2021,28/01/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/11/2021,02/11/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2021,15/11/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2021,14/12/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/01/2022,03/06/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/03/2022,01/03/2023
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,02/05/2022,01/05/2023
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2020,30/06/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/12/2021,30/11/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/12/2019,15/12/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2020,01/07/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2020,31/12/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2021,15/11/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,14/05/2021,14/05/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/05/2022,15/05/2023
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/05/2019,14/05/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/05/2020,31/12/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/12/2019,26/10/2020
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2020,01/07/2021
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2021,29/09/2021
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2021,01/06/2022
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2022,30/11/2022
88201-Engenharia de Materiais,PROCTER & GAMBLE IND. E COM. LTDA,02/05/2016,31/01/2018
88202-Engenharia de Materiais,PROCTER & GAMBLE IND. E COM. LTDA,01/12/2020,31/07/2022
88251-Engenharia Ambiental,PROCTER & GAMBLE IND. E COM. LTDA,25/06/2014,07/06/2015
88251-Engenharia Ambiental,PROCTER & GAMBLE IND. E COM. LTDA,16/11/2021,10/06/2022
88301-Engenharia Física,PROCTER & GAMBLE IND. E COM. LTDA,15/08/2022,15/08/2023
88351-Engenharia de Produção,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2020,30/06/2021
88351-Engenharia de Produção,PROCTER & GAMBLE IND. E COM. LTDA,04/01/2021,29/12/2021
88351-Engenharia de Produção,PROCTER & GAMBLE IND. E COM. LTDA,03/03/2022,01/03/2023
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/06/2016,15/06/2017
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/06/2016,30/11/2016
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,11/08/2017,31/12/2017
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/09/2016,15/08/2017
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,16/08/2017,31/12/2017
88051-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,07/08/2017,14/05/2018
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,04/01/2021,14/12/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/10/2018,16/09/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/06/2016,14/06/2017
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2017,15/12/2018
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/02/2018,07/01/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,17/12/2018,22/11/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2018,01/12/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/07/2020,23/12/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/01/2022,30/12/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,17/01/2022,30/12/2022
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/09/2018,02/09/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,12/08/2021,23/12/2021
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,22/11/2017,08/01/2018
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,03/10/2016,11/12/2017
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/10/2018,09/10/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/10/2019,30/06/2020
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,01/12/2016,01/12/2017
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,14/07/2018,20/12/2018
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,15/10/2018,10/10/2019
88052-Engenharia Química,PROCTER & GAMBLE IND. E COM. LTDA,14/07/2017,14/07/2018
88151-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,15/06/2016,14/06/2017
88151-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,15/06/2017,31/12/2017
88151-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,03/11/2015,03/11/2016
88151-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,04/11/2016,31/12/2016
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,11/09/2017,02/01/2018
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,19/11/2018,15/05/2019
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,03/01/2022,29/12/2022
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,03/01/2022,27/05/2022
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2016,12/12/2017
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,15/12/2017,29/06/2018
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2021,30/06/2022
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,03/01/2022,29/12/2022
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/07/2022,30/06/2023
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/09/2017,01/09/2018
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,01/09/2018,28/12/2018
88152-Engenharia Bioquímica,PROCTER & GAMBLE IND. E COM. LTDA,19/08/2019,23/12/2020
88202-Engenharia de Materiais,PROCTER & GAMBLE IND. E COM. LTDA,02/08/2021,29/07/2022
88202-Engenharia de Materiais,PROCTER & GAMBLE IND. E COM. LTDA,03/01/2022,29/12/2022
88202-Engenharia de Materiais,PROCTER & GAMBLE IND. E COM. LTDA,30/07/2022,30/12/2022
88152-Engenharia Bioquímica,PROCUREMENT GARAGE CONSULTORIA EMPRESARIAL LTDA ME,01/08/2019,06/03/2020
88052-Engenharia Química,PRODUQUÍMICA INDUSTRIA E COMÉRCIO S.A.,14/09/2015,12/09/2016
88052-Engenharia Química,PRODUQUÍMICA INDUSTRIA E COMÉRCIO S.A.,14/09/2016,05/04/2017
88052-Engenharia Química,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,01/07/2021,30/06/2022
88052-Engenharia Química,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,01/07/2022,30/06/2023
88052-Engenharia Química,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,09/12/2019,08/12/2020
88101-Engenharia Industrial Química,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,21/09/2016,20/09/2017
88101-Engenharia Industrial Química,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,20/09/2017,03/04/2018
88152-Engenharia Bioquímica,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,01/07/2021,30/06/2022
88152-Engenharia Bioquímica,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,01/07/2022,30/06/2023
88202-Engenharia de Materiais,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,12/08/2019,31/12/2020
88351-Engenharia de Produção,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,22/01/2018,14/01/2019
88052-Engenharia Química,PROLIND ALUMINIO LTDA,08/09/2021,01/08/2022
88202-Engenharia de Materiais,PROMETEON TYRE GROUP INDUSTRIA BRASIL LTDA,11/10/2021,09/10/2022
88202-Engenharia de Materiais,PROMETEON TYRE GROUP INDUSTRIA BRASIL LTDA,10/10/2022,10/10/2023
0-,PROMON ENGENHARIA LTDA,01/02/2021,31/01/2022
88202-Engenharia de Materiais,PROMON ENGENHARIA LTDA,01/02/2018,31/05/2018
88202-Engenharia de Materiais,PROMON ENGENHARIA LTDA,01/02/2022,31/12/2022
88351-Engenharia de Produção,PROMONLOGICALIS TECNOLIGA E PARTICIPAÇÕES LTDA,18/03/2019,18/07/2019
88351-Engenharia de Produção,PWC STRATEGY& DO BRASIL CONSULTORIA EMPRESARIAL LTDA,05/11/2021,06/09/2022
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,13/06/2018,01/10/2018
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,02/07/2018,18/01/2019
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,28/09/2018,18/10/2018
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,01/10/2018,30/04/2019
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,21/09/2020,16/10/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,01/08/2019,01/08/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,01/08/2020,01/03/2021
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,30/07/2018,07/02/2019
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,05/11/2019,16/11/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,17/02/2020,17/02/2021
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,25/11/2019,11/09/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,27/10/2020,08/11/2021
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,17/05/2021,01/10/2021
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,29/11/2021,30/06/2022
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,11/06/2018,10/06/2019
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,08/05/2019,08/05/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,01/08/2020,01/08/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,25/11/2019,13/11/2020
88052-Engenharia Química,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,05/11/2019,05/11/2020
88151-Engenharia Bioquímica,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,20/04/2018,19/04/2019
88301-Engenharia Física,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,13/08/2018,31/12/2018
88301-Engenharia Física,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,12/12/2018,12/03/2019
88351-Engenharia de Produção,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,11/05/2018,10/05/2019
88351-Engenharia de Produção,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,14/02/2019,01/11/2019
88351-Engenharia de Produção,QUADRADO MAGICO DESENVOLVIMENTO E LICENCIAMENTO DE SOFTWARE S/A,12/12/2019,30/06/2020
88052-Engenharia Química,QUERO EDUCAÇÃO SERVIÇOS DE INTERNET LTDA,05/02/2019,05/02/2020
88052-Engenharia Química,QUERO EDUCAÇÃO SERVIÇOS DE INTERNET LTDA,01/12/2020,01/02/2021
88052-Engenharia Química,QUERO EDUCAÇÃO SERVIÇOS DE INTERNET LTDA,18/06/2019,01/10/2020
88052-Engenharia Química,QUERO EDUCAÇÃO SERVIÇOS DE INTERNET LTDA,06/02/2020,21/08/2020
88351-Engenharia de Produção,QUERO EDUCAÇÃO SERVIÇOS DE INTERNET LTDA,11/08/2020,12/03/2021
88301-Engenharia Física,QUÍMICA AMPARO LTDA,11/01/2022,31/12/2022
88052-Engenharia Química,QUINTO ANDAR SERVIÇOS IMOBILIÁRIOS LTDA,06/04/2020,03/10/2020
88052-Engenharia Química,QUINTO ANDAR SERVIÇOS IMOBILIÁRIOS LTDA,13/09/2021,31/05/2022
88202-Engenharia de Materiais,QUINTO ANDAR SERVIÇOS IMOBILIÁRIOS LTDA,07/01/2019,28/02/2019
88052-Engenharia Química,QULTURE INFORMATICA LTDA,16/09/2019,05/08/2020
88052-Engenharia Química,QULTURE INFORMATICA LTDA,28/05/2018,30/09/2018
88351-Engenharia de Produção,QULTURE INFORMATICA LTDA,10/07/2017,10/07/2018
88351-Engenharia de Produção,"R.P.D. - DOCUMENTOS, APOIO EMPRESARIAL E NEGOCIOS LTDA",17/05/2021,25/03/2022
88152-Engenharia Bioquímica,RACCOON PUBLICIDADE LTDA,04/02/2019,14/01/2020
0-,RADIX ENGENHARIA E DESENVOLVIMENTO DE SOFTWARE LTDA,08/03/2021,08/09/2021
88052-Engenharia Química,RADIX ENGENHARIA E DESENVOLVIMENTO DE SOFTWARE LTDA,08/09/2021,09/08/2022
88052-Engenharia Química,RAIA DROGASIL S/A,19/02/2018,31/12/2018
88052-Engenharia Química,RAIA DROGASIL S/A,19/02/2018,31/12/2018
88052-Engenharia Química,RAIA DROGASIL S/A,01/01/2019,31/01/2019
88052-Engenharia Química,RAIA DROGASIL S/A,01/01/2019,30/06/2019
88052-Engenharia Química,RAIA DROGASIL S/A,01/01/2019,30/06/2019
88052-Engenharia Química,RAIA DROGASIL S/A,05/03/2018,31/12/2018
88052-Engenharia Química,RAIA DROGASIL S/A,16/01/2017,03/03/2017
88052-Engenharia Química,RAIA DROGASIL S/A,02/05/2018,31/12/2018
88251-Engenharia Ambiental,RAIA DROGASIL S/A,01/11/2021,22/12/2021
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,15/01/2018,01/11/2018
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,16/12/2019,16/06/2020
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,18/06/2020,01/04/2021
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,12/07/2021,16/07/2021
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,01/08/2017,16/01/2018
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,02/02/2018,10/07/2018
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,02/01/2018,02/01/2018
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,06/08/2018,23/01/2019
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,07/02/2019,31/12/2020
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,23/08/2021,23/08/2022
88101-Engenharia Industrial Química,RAIZEN COMBUSTIVEIS S.A,01/02/2015,21/09/2015
88101-Engenharia Industrial Química,RAIZEN COMBUSTIVEIS S.A,01/06/2017,10/01/2018
88152-Engenharia Bioquímica,RAIZEN COMBUSTIVEIS S.A,06/01/2020,06/07/2020
88152-Engenharia Bioquímica,RAIZEN COMBUSTIVEIS S.A,07/07/2020,14/12/2020
88201-Engenharia de Materiais,RAIZEN COMBUSTIVEIS S.A,12/01/2016,27/06/2016
88201-Engenharia de Materiais,RAIZEN COMBUSTIVEIS S.A,12/07/2016,13/12/2016
88351-Engenharia de Produção,RAIZEN COMBUSTIVEIS S.A,06/02/2017,17/02/2017
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,17/01/2022,30/12/2022
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,17/01/2021,17/01/2023
88152-Engenharia Bioquímica,RAIZEN COMBUSTIVEIS S.A,14/02/2022,14/02/2023
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,17/01/2022,17/01/2023
0-,RAIZEN COMBUSTIVEIS S.A,18/01/2021,18/01/2022
88152-Engenharia Bioquímica,RAIZEN COMBUSTIVEIS S.A,07/02/2022,01/02/2023
88202-Engenharia de Materiais,RAIZEN COMBUSTIVEIS S.A,14/02/2022,21/12/2022
88202-Engenharia de Materiais,RAIZEN COMBUSTIVEIS S.A,17/01/2022,17/01/2023
88202-Engenharia de Materiais,RAIZEN COMBUSTIVEIS S.A,07/02/2022,07/02/2023
88351-Engenharia de Produção,RAIZEN COMBUSTIVEIS S.A,19/01/2022,14/01/2023
88351-Engenharia de Produção,RAIZEN COMBUSTIVEIS S.A,14/02/2022,15/08/2022
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,12/09/2016,21/02/2017
88052-Engenharia Química,RAIZEN COMBUSTIVEIS S.A,13/03/2017,03/07/2017
88152-Engenharia Bioquímica,RAPPI BRASIL INTERMEDIAÇÃO DE NEGÓCIOS LTDA,15/09/2022,14/09/2023
88301-Engenharia Física,RAPPI BRASIL INTERMEDIAÇÃO DE NEGÓCIOS LTDA,04/07/2017,25/07/2017
88301-Engenharia Física,RAPPI BRASIL INTERMEDIAÇÃO DE NEGÓCIOS LTDA,16/08/2017,23/03/2018
88052-Engenharia Química,REACH LATAM,08/09/2020,15/03/2021
88052-Engenharia Química,REALIZA SOLUCOES EM MEDICINA E SEGURANCA DO TRABALHO S/S LTDA,14/06/2021,18/10/2021
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,10/01/2022,04/09/2022
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,12/11/2019,03/04/2020
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,06/02/2017,05/02/2018
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,15/01/2018,26/03/2019
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,21/01/2019,03/01/2020
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,21/01/2020,31/12/2020
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,04/07/2022,03/07/2023
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,04/09/2017,01/11/2017
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,12/11/2018,11/11/2019
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,11/01/2021,01/10/2021
88152-Engenharia Bioquímica,RECKITT BENCKISER BRASIL LTDA.,08/09/2021,30/06/2022
88152-Engenharia Bioquímica,RECKITT BENCKISER BRASIL LTDA.,01/07/2022,30/06/2023
88351-Engenharia de Produção,RECKITT BENCKISER BRASIL LTDA.,15/01/2018,31/12/2018
88351-Engenharia de Produção,RECKITT BENCKISER BRASIL LTDA.,15/03/2021,21/12/2021
88351-Engenharia de Produção,RECKITT BENCKISER BRASIL LTDA.,07/08/2017,31/12/2017
88052-Engenharia Química,RECKITT BENCKISER BRASIL LTDA.,11/01/2021,12/07/2021
88351-Engenharia de Produção,RED VENTURES SERVICOS DE MARKETING E TECNOLOGIA LTDA,02/06/2022,15/05/2023
88052-Engenharia Química,REDECARD S.A.,04/01/2016,03/06/2016
88052-Engenharia Química,REDECARD S.A.,16/07/2018,16/08/2018
88052-Engenharia Química,REDECARD S.A.,04/07/2016,04/04/2019
88052-Engenharia Química,REDECARD S.A.,04/01/2017,03/04/2019
88202-Engenharia de Materiais,REDECARD S.A.,14/08/2018,13/02/2019
88202-Engenharia de Materiais,REDECARD S.A.,14/02/2019,01/07/2019
88251-Engenharia Ambiental,REDECARD S.A.,10/03/2017,31/10/2017
88351-Engenharia de Produção,REDECARD S.A.,04/05/2020,03/05/2021
88052-Engenharia Química,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),02/03/2018,01/03/2019
88052-Engenharia Química,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),04/12/2017,02/02/2018
88052-Engenharia Química,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),16/07/2019,10/07/2020
88052-Engenharia Química,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),01/08/2020,30/10/2020
88052-Engenharia Química,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),23/05/2016,24/03/2017
88201-Engenharia de Materiais,REGELUB LUBRIFICANTES LTDA-EPP (GT-OIL LUBRIFICANTES),09/08/2017,10/11/2017
88251-Engenharia Ambiental,REGFY SOLUÇÕES REGULATÓRIAS LTDA,12/07/2021,12/07/2022
88251-Engenharia Ambiental,REGFY SOLUÇÕES REGULATÓRIAS LTDA,26/10/2021,29/06/2022
88052-Engenharia Química,RENAULT DO BRASIL S.A,18/05/2022,17/05/2023
88052-Engenharia Química,RENAULT DO BRASIL S.A,17/05/2021,17/05/2022
88251-Engenharia Ambiental,RENAULT DO BRASIL S.A,01/09/2021,04/03/2022
88052-Engenharia Química,RGS PARTNERS ASSESSORIA FINANCEIRA LTDA,24/05/2021,18/01/2022
88052-Engenharia Química,RHODIA BRASIL S.A.,14/03/2022,31/12/2022
88052-Engenharia Química,RHODIA BRASIL S.A.,01/01/2021,15/01/2021
88052-Engenharia Química,RHODIA BRASIL S.A.,02/05/2022,02/05/2023
88051-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,01/01/2015,04/11/2015
88051-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,12/01/2015,31/12/2015
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,14/01/2019,08/11/2019
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,10/02/2020,24/07/2020
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,30/01/2017,31/12/2017
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,08/10/2018,30/06/2019
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,06/08/2018,30/06/2019
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,09/01/2019,31/12/2019
88052-Engenharia Química,RHODIA POLIAMIDA E ESPECIALIDADES LTDA,01/07/2019,30/06/2020
